Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
245.49	1.1413	15.165	0.065940	4.7616	4.8369	22.265	45.732	87.880	826.90	-0.012458	82.533	0.11277	0.0069464	0.68575	1.4583	14.699	16.363	69.218	42.711	62.254	250.49	21.673	7.8208	0.016918
245.85	1.1535	15.145	0.066030	4.7922	4.8684	22.391	45.760	88.040	823.85	-0.0075865	82.187	0.11248	0.0068955	0.69319	1.4426	14.705	16.369	69.171	42.776	62.455	250.36	21.618	7.8354	0.016981
246.21	1.1657	15.124	0.066120	4.8229	4.9000	22.516	45.789	88.202	820.80	-0.0026618	81.843	0.11218	0.0068448	0.70070	1.4271	14.712	16.375	69.124	42.841	62.658	250.24	21.564	7.8502	0.017044
246.57	1.1780	15.103	0.066211	4.8536	4.9316	22.641	45.819	88.365	817.75	0.0023174	81.500	0.11189	0.0067940	0.70828	1.4119	14.718	16.381	69.076	42.907	62.864	250.11	21.511	7.8650	0.017108
246.93	1.1904	15.082	0.066303	4.8844	4.9633	22.766	45.848	88.531	814.69	0.0073518	81.157	0.11159	0.0067434	0.71593	1.3968	14.724	16.387	69.029	42.973	63.072	249.98	21.457	7.8799	0.017172
247.28	1.2029	15.061	0.066395	4.9152	4.9950	22.891	45.878	88.698	811.63	0.012442	80.816	0.11130	0.0066928	0.72365	1.3819	14.730	16.393	68.982	43.039	63.282	249.85	21.405	7.8948	0.017237
247.64	1.2155	15.040	0.066488	4.9460	5.0268	23.016	45.907	88.867	808.57	0.017590	80.476	0.11101	0.0066422	0.73145	1.3672	14.736	16.398	68.935	43.105	63.494	249.72	21.352	7.9099	0.017302
248.00	1.2282	15.019	0.066581	4.9769	5.0587	23.141	45.937	89.037	805.50	0.022796	80.137	0.11071	0.0065918	0.73931	1.3526	14.743	16.404	68.888	43.172	63.709	249.58	21.300	7.9250	0.017368
248.36	1.2410	14.998	0.066675	5.0078	5.0906	23.266	45.968	89.210	802.43	0.028060	79.798	0.11042	0.0065413	0.74725	1.3382	14.749	16.409	68.840	43.238	63.927	249.44	21.248	7.9401	0.017433
248.72	1.2539	14.977	0.066769	5.0388	5.1225	23.391	45.998	89.384	799.36	0.033385	79.461	0.11013	0.0064910	0.75526	1.3240	14.755	16.415	68.793	43.306	64.147	249.30	21.197	7.9554	0.017500
249.08	1.2669	14.956	0.066864	5.0698	5.1545	23.516	46.029	89.560	796.28	0.038771	79.125	0.10984	0.0064407	0.76335	1.3100	14.760	16.420	68.746	43.373	64.369	249.16	21.146	7.9707	0.017566
249.43	1.2800	14.934	0.066960	5.1009	5.1866	23.641	46.059	89.739	793.20	0.044218	78.789	0.10954	0.0063904	0.77151	1.2962	14.766	16.425	68.699	43.441	64.594	249.02	21.096	7.9861	0.017633
249.79	1.2932	14.913	0.067056	5.1320	5.2187	23.767	46.090	89.919	790.12	0.049729	78.455	0.10925	0.0063402	0.77975	1.2825	14.772	16.431	68.652	43.509	64.822	248.87	21.046	8.0016	0.017701
250.15	1.3064	14.892	0.067152	5.1632	5.2509	23.892	46.122	90.101	787.03	0.055303	78.122	0.10896	0.0062901	0.78806	1.2689	14.778	16.436	68.604	43.577	65.053	248.72	20.996	8.0172	0.017769
250.51	1.3198	14.870	0.067250	5.1944	5.2831	24.017	46.153	90.285	783.94	0.060943	77.789	0.10867	0.0062401	0.79645	1.2556	14.784	16.441	68.557	43.645	65.286	248.57	20.946	8.0329	0.017837
250.87	1.3333	14.848	0.067348	5.2257	5.3155	24.142	46.185	90.471	780.84	0.066649	77.458	0.10838	0.0061901	0.80492	1.2424	14.789	16.446	68.510	43.714	65.522	248.42	20.897	8.0486	0.017906
251.23	1.3469	14.827	0.067446	5.2570	5.3478	24.267	46.217	90.660	777.74	0.072423	77.127	0.10809	0.0061401	0.81347	1.2293	14.795	16.451	68.463	43.783	65.761	248.27	20.849	8.0645	0.017975
251.58	1.3605	14.805	0.067545	5.2883	5.3802	24.393	46.249	90.850	774.64	0.078265	76.797	0.10779	0.0060903	0.82210	1.2164	14.801	16.456	68.415	43.853	66.003	248.11	20.800	8.0804	0.018045
