Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
100.80	0.27142	33.959	0.029447	-3.6897	-3.6817	100.23	28.555	55.734	815.39	-0.26347	149.73	0.13540	0.010544	0.34648	2.8861	1.9882	2.7715	164.25	21.638	32.371	184.48	19.533	7.7920	0.0094399
100.96	0.27518	33.931	0.029471	-3.6804	-3.6723	100.32	28.538	55.763	813.96	-0.26249	149.15	0.13515	0.010504	0.35095	2.8494	1.9905	2.7746	164.17	21.646	32.408	184.57	19.488	7.8054	0.0094618
101.13	0.27898	33.903	0.029496	-3.6712	-3.6629	100.41	28.521	55.793	812.53	-0.26150	148.57	0.13491	0.010464	0.35545	2.8133	1.9927	2.7776	164.09	21.654	32.445	184.66	19.442	7.8188	0.0094838
101.30	0.28282	33.875	0.029520	-3.6619	-3.6536	100.50	28.504	55.822	811.10	-0.26051	147.99	0.13466	0.010424	0.36001	2.7777	1.9950	2.7806	164.02	21.662	32.483	184.74	19.397	7.8322	0.0095058
101.46	0.28670	33.847	0.029544	-3.6526	-3.6442	100.59	28.488	55.852	809.67	-0.25951	147.42	0.13442	0.010384	0.36460	2.7427	1.9972	2.7836	163.94	21.670	32.521	184.83	19.353	7.8457	0.0095279
101.63	0.29062	33.819	0.029569	-3.6434	-3.6348	100.68	28.471	55.883	808.23	-0.25850	146.85	0.13417	0.010344	0.36924	2.7083	1.9995	2.7865	163.87	21.678	32.560	184.91	19.308	7.8591	0.0095501
101.80	0.29458	33.791	0.029594	-3.6341	-3.6254	100.77	28.455	55.913	806.80	-0.25748	146.28	0.13393	0.010304	0.37392	2.6744	2.0017	2.7895	163.79	21.687	32.599	184.99	19.264	7.8726	0.0095723
101.97	0.29858	33.763	0.029618	-3.6248	-3.6160	100.87	28.438	55.944	805.36	-0.25646	145.72	0.13369	0.010264	0.37865	2.6410	2.0039	2.7924	163.71	21.696	32.639	185.08	19.220	7.8861	0.0095946
102.13	0.30262	33.735	0.029643	-3.6156	-3.6066	100.96	28.422	55.975	803.92	-0.25542	145.15	0.13344	0.010224	0.38342	2.6081	2.0061	2.7953	163.64	21.705	32.679	185.16	19.176	7.8996	0.0096169
102.30	0.30670	33.707	0.029668	-3.6063	-3.5972	101.05	28.405	56.007	802.48	-0.25438	144.59	0.13320	0.010184	0.38824	2.5757	2.0083	2.7983	163.56	21.715	32.720	185.24	19.132	7.9130	0.0096393
102.47	0.31082	33.678	0.029693	-3.5970	-3.5878	101.14	28.389	56.038	801.05	-0.25333	144.04	0.13295	0.010144	0.39310	2.5439	2.0104	2.8011	163.49	21.724	32.762	185.32	19.088	7.9265	0.0096617
102.63	0.31499	33.650	0.029717	-3.5877	-3.5783	101.23	28.372	56.070	799.60	-0.25227	143.48	0.13271	0.010105	0.39801	2.5125	2.0126	2.8040	163.41	21.734	32.804	185.40	19.045	7.9400	0.0096842
102.80	0.31919	33.622	0.029743	-3.5784	-3.5689	101.32	28.356	56.103	798.16	-0.25121	142.93	0.13247	0.010065	0.40297	2.4816	2.0148	2.8069	163.34	21.744	32.847	185.48	19.002	7.9536	0.0097068
102.97	0.32344	33.594	0.029768	-3.5691	-3.5595	101.41	28.340	56.135	796.72	-0.25013	142.39	0.13222	0.010025	0.40797	2.4512	2.0169	2.8097	163.27	21.754	32.890	185.56	18.959	7.9671	0.0097295
103.13	0.32773	33.565	0.029793	-3.5598	-3.5500	101.50	28.324	56.168	795.27	-0.24905	141.84	0.13198	0.0099853	0.41302	2.4212	2.0191	2.8125	163.19	21.764	32.934	185.63	18.916	7.9806	0.0097522
103.30	0.33206	33.537	0.029818	-3.5505	-3.5406	101.59	28.308	56.201	793.83	-0.24796	141.30	0.13173	0.0099456	0.41811	2.3917	2.0212	2.8153	163.12	21.775	32.978	185.71	18.873	7.9942	0.0097749
103.47	0.33643	33.508	0.029843	-3.5412	-3.5311	101.68	28.291	56.235	792.38	-0.24686	140.76	0.13149	0.0099060	0.42326	2.3626	2.0233	2.8181	163.04	21.786	33.023	185.79	18.830	8.0077	0.0097978
103.64	0.34084	33.480	0.029869	-3.5319	-3.5217	101.77	28.275	56.269	790.93	-0.24575	140.22	0.13125	0.0098663	0.42845	2.3340	2.0254	2.8209	162.97	21.797	33.068	185.86	18.788	8.0213	0.0098207
103.80	0.34530	33.451	0.029894	-3.5225	-3.5122	101.86	28.259	56.303	789.49	-0.24464	139.69	0.13100	0.0098267	0.43369	2.3058	2.0275	2.8237	162.90	21.808	33.114	185.93	18.746	8.0348	0.0098436
103.97	0.34980	33.423	0.029920	-3.5132	-3.5028	101.95	28.244	56.337	788.04	-0.24351	139.15	0.13076	0.0097871	0.43897	2.2780	2.0296	2.8264	162.83	21.819	33.161	186.01	18.704	8.0484	0.0098667
104.14	0.35435	33.394	0.029946	-3.5039	-3.4933	102.04	28.228	56.372	786.58	-0.24238	138.63	0.13051	0.0097476	0.44431	2.2507	2.0316	2.8291	162.75	21.831	33.208	186.08	18.662	8.0620	0.0098898
104.30	0.35894	33.365	0.029971	-3.4946	-3.4838	102.13	28.212	56.407	785.13	-0.24123	138.10	0.13027	0.0097080	0.44970	2.2237	2.0337	2.8318	162.68	21.843	33.256	186.15	18.620	8.0756	0.0099129
104.47	0.36357	33.337	0.029997	-3.4852	-3.4743	102.22	28.196	56.443	783.68	-0.24008	137.57	0.13002	0.0096686	0.45513	2.1972	2.0357	2.8345	162.61	21.855	33.304	186.22	18.578	8.0892	0.0099362
104.64	0.36824	33.308	0.030023	-3.4759	-3.4648	102.31	28.180	56.479	782.22	-0.23892	137.05	0.12978	0.0096291	0.46061	2.1710	2.0378	2.8372	162.54	21.867	33.353	186.29	18.536	8.1028	0.0099595
104.81	0.37297	33.279	0.030049	-3.4665	-3.4553	102.40	28.165	56.515	780.76	-0.23775	136.53	0.12953	0.0095897	0.46615	2.1452	2.0398	2.8399	162.46	21.880	33.402	186.36	18.495	8.1165	0.0099828
