Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
232.64	0.98577	25.413	0.039350	4.8848	4.9236	29.104	41.963	88.422	859.99	-0.072769	194.30	0.15736	0.012795	0.58263	1.7163	17.462	19.154	90.271	29.880	45.268	223.52	21.635	11.717	0.012697
232.79	0.99111	25.400	0.039370	4.8975	4.9365	29.158	41.955	88.454	858.94	-0.071949	193.84	0.15718	0.012762	0.58573	1.7073	17.463	19.155	90.238	29.902	45.327	223.51	21.600	11.725	0.012714
232.93	0.99646	25.387	0.039390	4.9102	4.9495	29.213	41.948	88.485	857.88	-0.071126	193.38	0.15701	0.012730	0.58885	1.6982	17.464	19.156	90.205	29.924	45.386	223.50	21.565	11.733	0.012730
233.08	1.0018	25.374	0.039410	4.9230	4.9624	29.268	41.940	88.517	856.82	-0.070299	192.92	0.15683	0.012697	0.59197	1.6893	17.465	19.158	90.171	29.946	45.445	223.50	21.530	11.741	0.012746
233.22	1.0072	25.361	0.039431	4.9357	4.9754	29.322	41.933	88.549	855.77	-0.069468	192.46	0.15665	0.012664	0.59511	1.6804	17.467	19.159	90.138	29.968	45.505	223.49	21.495	11.748	0.012762
233.37	1.0126	25.348	0.039451	4.9484	4.9883	29.377	41.925	88.581	854.71	-0.068634	192.01	0.15648	0.012632	0.59826	1.6715	17.468	19.160	90.105	29.990	45.564	223.49	21.460	11.756	0.012779
233.52	1.0181	25.335	0.039471	4.9611	5.0013	29.431	41.918	88.613	853.65	-0.067796	191.55	0.15630	0.012599	0.60143	1.6627	17.469	19.162	90.072	30.012	45.624	223.48	21.425	11.764	0.012795
233.66	1.0235	25.322	0.039492	4.9738	5.0143	29.486	41.910	88.646	852.59	-0.066954	191.10	0.15612	0.012566	0.60461	1.6540	17.470	19.163	90.039	30.035	45.685	223.47	21.391	11.772	0.012812
233.81	1.0290	25.309	0.039512	4.9866	5.0272	29.541	41.903	88.679	851.54	-0.066108	190.65	0.15595	0.012534	0.60780	1.6453	17.471	19.164	90.006	30.057	45.745	223.47	21.356	11.780	0.012828
233.95	1.0345	25.296	0.039532	4.9993	5.0402	29.595	41.895	88.711	850.48	-0.065259	190.19	0.15577	0.012501	0.61101	1.6366	17.473	19.166	89.973	30.079	45.806	223.46	21.322	11.788	0.012845
234.10	1.0401	25.283	0.039553	5.0120	5.0532	29.650	41.888	88.745	849.42	-0.064406	189.74	0.15559	0.012468	0.61423	1.6281	17.474	19.167	89.940	30.102	45.867	223.45	21.287	11.796	0.012861
234.25	1.0456	25.270	0.039573	5.0248	5.0662	29.704	41.880	88.778	848.36	-0.063549	189.30	0.15541	0.012436	0.61747	1.6195	17.475	19.168	89.907	30.124	45.928	223.44	21.253	11.804	0.012878
234.39	1.0512	25.256	0.039594	5.0375	5.0791	29.759	41.873	88.811	847.30	-0.062688	188.85	0.15524	0.012403	0.62071	1.6111	17.476	19.170	89.874	30.146	45.989	223.44	21.219	11.812	0.012894
234.54	1.0568	25.243	0.039615	5.0503	5.0921	29.813	41.866	88.845	846.24	-0.061823	188.40	0.15506	0.012371	0.62397	1.6026	17.477	19.171	89.841	30.169	46.051	223.43	21.185	11.820	0.012911
234.68	1.0624	25.230	0.039635	5.0630	5.1051	29.867	41.858	88.879	845.18	-0.060955	187.96	0.15489	0.012338	0.62725	1.5943	17.478	19.172	89.808	30.191	46.113	223.42	21.151	11.828	0.012928
234.83	1.0680	25.217	0.039656	5.0758	5.1181	29.922	41.851	88.913	844.12	-0.060082	187.51	0.15471	0.012306	0.63054	1.5859	17.479	19.173	89.775	30.214	46.175	223.41	21.117	11.836	0.012944
234.97	1.0737	25.204	0.039677	5.0885	5.1311	29.976	41.844	88.948	843.06	-0.059206	187.07	0.15453	0.012273	0.63384	1.5777	17.481	19.175	89.742	30.237	46.237	223.40	21.083	11.844	0.012961
235.12	1.0794	25.191	0.039697	5.1013	5.1441	30.031	41.837	88.982	842.00	-0.058326	186.63	0.15436	0.012241	0.63716	1.5695	17.482	19.176	89.709	30.259	46.300	223.39	21.049	11.852	0.012978
235.27	1.0851	25.177	0.039718	5.1141	5.1572	30.085	41.829	89.017	840.94	-0.057441	186.19	0.15418	0.012208	0.64049	1.5613	17.483	19.177	89.676	30.282	46.363	223.38	21.016	11.860	0.012995
235.41	1.0908	25.164	0.039739	5.1268	5.1702	30.139	41.822	89.052	839.88	-0.056553	185.75	0.15400	0.012176	0.64384	1.5532	17.484	19.178	89.643	30.305	46.426	223.37	20.982	11.868	0.013012
235.56	1.0965	25.151	0.039760	5.1396	5.1832	30.194	41.815	89.087	838.82	-0.055661	185.31	0.15383	0.012144	0.64720	1.5451	17.485	19.179	89.611	30.328	46.490	223.36	20.949	11.876	0.013029
235.70	1.1023	25.138	0.039781	5.1524	5.1962	30.248	41.808	89.122	837.76	-0.054764	184.87	0.15365	0.012111	0.65057	1.5371	17.486	19.180	89.578	30.350	46.553	223.35	20.915	11.884	0.013046
235.85	1.1081	25.124	0.039802	5.1652	5.2093	30.302	41.800	89.158	836.70	-0.053864	184.44	0.15347	0.012079	0.65396	1.5292	17.487	19.182	89.545	30.373	46.617	223.34	20.882	11.892	0.013063
236.00	1.1139	25.111	0.039823	5.1779	5.2223	30.357	41.793	89.194	835.64	-0.052960	184.00	0.15330	0.012046	0.65736	1.5212	17.488	19.183	89.512	30.396	46.682	223.33	20.849	11.900	0.013080
236.14	1.1198	25.098	0.039844	5.1907	5.2353	30.411	41.786	89.230	834.57	-0.052051	183.57	0.15312	0.012014	0.66078	1.5134	17.489	19.184	89.480	30.419	46.746	223.32	20.816	11.908	0.013097
