Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
72.502	0.054852	29.546	0.033846	-3.6971	-3.6952	75.718	31.194	56.643	900.51	-0.36805	196.66	0.15452	0.0099922	0.093592	10.685	1.4661	2.0522	154.99	21.346	30.638	170.78	30.636	5.0718	0.0066312
72.607	0.055638	29.530	0.033864	-3.6911	-3.6893	75.799	31.175	56.653	899.45	-0.36754	195.75	0.15431	0.0099678	0.094824	10.546	1.4679	2.0547	154.91	21.351	30.653	170.87	30.550	5.0798	0.0066429
72.712	0.056433	29.513	0.033883	-3.6852	-3.6833	75.881	31.157	56.663	898.39	-0.36702	194.85	0.15410	0.0099434	0.096069	10.409	1.4697	2.0572	154.83	21.356	30.669	170.97	30.464	5.0877	0.0066547
72.817	0.057237	29.497	0.033902	-3.6793	-3.6773	75.963	31.138	56.673	897.33	-0.36650	193.96	0.15389	0.0099191	0.097326	10.275	1.4715	2.0596	154.75	21.361	30.685	171.06	30.379	5.0957	0.0066665
72.922	0.058050	29.480	0.033921	-3.6733	-3.6713	76.045	31.120	56.683	896.27	-0.36598	193.08	0.15368	0.0098948	0.098595	10.142	1.4733	2.0621	154.67	21.366	30.700	171.16	30.294	5.1037	0.0066782
73.027	0.058872	29.464	0.033940	-3.6674	-3.6654	76.126	31.101	56.693	895.21	-0.36546	192.20	0.15347	0.0098705	0.099877	10.012	1.4751	2.0646	154.59	21.371	30.716	171.25	30.209	5.1116	0.0066900
73.132	0.059702	29.447	0.033959	-3.6614	-3.6594	76.207	31.083	56.703	894.15	-0.36493	191.32	0.15326	0.0098462	0.10117	9.8841	1.4769	2.0670	154.51	21.376	30.733	171.34	30.126	5.1196	0.0067018
73.238	0.060542	29.431	0.033978	-3.6555	-3.6534	76.289	31.065	56.713	893.09	-0.36440	190.46	0.15305	0.0098219	0.10248	9.7580	1.4787	2.0695	154.43	21.381	30.749	171.44	30.042	5.1276	0.0067137
73.343	0.061391	29.415	0.033997	-3.6495	-3.6474	76.370	31.046	56.724	892.03	-0.36387	189.59	0.15284	0.0097976	0.10380	9.6339	1.4805	2.0719	154.35	21.387	30.765	171.53	29.959	5.1356	0.0067255
73.448	0.062249	29.398	0.034016	-3.6436	-3.6415	76.451	31.028	56.734	890.97	-0.36333	188.74	0.15263	0.0097734	0.10513	9.5118	1.4823	2.0744	154.27	21.392	30.782	171.62	29.877	5.1436	0.0067373
