Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
146.29	0.87561	22.763	0.043930	2.0109	2.0494	15.700	30.920	63.334	965.07	-0.13440	59.947	0.13446	0.0064352	0.85746	1.1662	7.8534	8.8746	62.356	28.081	44.611	286.29	18.543	5.6563	0.017457
146.45	0.88255	22.743	0.043969	2.0212	2.0600	15.770	30.913	63.399	963.11	-0.13194	59.763	0.13422	0.0064058	0.86417	1.1572	7.8550	8.8763	62.312	28.096	44.695	286.28	18.511	5.6636	0.017496
146.62	0.88952	22.724	0.044007	2.0314	2.0706	15.840	30.907	63.466	961.15	-0.12946	59.580	0.13398	0.0063765	0.87093	1.1482	7.8566	8.8779	62.269	28.111	44.779	286.28	18.480	5.6709	0.017534
146.79	0.89654	22.703	0.044046	2.0417	2.0812	15.911	30.900	63.533	959.19	-0.12697	59.397	0.13375	0.0063471	0.87773	1.1393	7.8582	8.8796	62.225	28.127	44.864	286.27	18.449	5.6782	0.017572
146.95	0.90360	22.683	0.044085	2.0520	2.0918	15.981	30.893	63.600	957.22	-0.12445	59.215	0.13351	0.0063178	0.88457	1.1305	7.8597	8.8812	62.182	28.142	44.950	286.26	18.418	5.6856	0.017611
147.12	0.91070	22.663	0.044124	2.0623	2.1025	16.051	30.887	63.668	955.25	-0.12192	59.034	0.13327	0.0062885	0.89146	1.1218	7.8613	8.8828	62.138	28.158	45.037	286.25	18.387	5.6930	0.017650
147.29	0.91784	22.643	0.044163	2.0726	2.1132	16.122	30.880	63.736	953.28	-0.11937	58.853	0.13304	0.0062592	0.89839	1.1131	7.8628	8.8844	62.095	28.174	45.124	286.24	18.357	5.7004	0.017689
147.45	0.92502	22.623	0.044203	2.0829	2.1238	16.192	30.874	63.805	951.31	-0.11680	58.673	0.13280	0.0062300	0.90536	1.1045	7.8643	8.8860	62.052	28.189	45.212	286.23	18.326	5.7078	0.017728
147.62	0.93224	22.603	0.044242	2.0933	2.1345	16.262	30.867	63.875	949.33	-0.11421	58.493	0.13256	0.0062007	0.91238	1.0960	7.8658	8.8876	62.008	28.205	45.301	286.22	18.295	5.7152	0.017767
147.79	0.93950	22.582	0.044282	2.1036	2.1452	16.332	30.861	63.945	947.35	-0.11161	58.314	0.13233	0.0061715	0.91944	1.0876	7.8673	8.8891	61.965	28.221	45.391	286.21	18.265	5.7227	0.017806
147.95	0.94680	22.562	0.044322	2.1139	2.1559	16.402	30.854	64.016	945.37	-0.10898	58.135	0.13209	0.0061423	0.92655	1.0793	7.8687	8.8906	61.922	28.237	45.481	286.20	18.235	5.7301	0.017846
148.12	0.95414	22.542	0.044362	2.1243	2.1666	16.473	30.848	64.087	943.39	-0.10633	57.957	0.13185	0.0061132	0.93370	1.0710	7.8702	8.8921	61.878	28.253	45.572	286.18	18.205	5.7376	0.017885
148.29	0.96152	22.521	0.044402	2.1346	2.1773	16.543	30.842	64.159	941.41	-0.10367	57.779	0.13162	0.0060840	0.94090	1.0628	7.8716	8.8936	61.835	28.269	45.664	286.17	18.174	5.7451	0.017925
148.45	0.96894	22.501	0.044442	2.1450	2.1881	16.613	30.835	64.231	939.42	-0.10098	57.603	0.13138	0.0060549	0.94815	1.0547	7.8731	8.8950	61.792	28.285	45.756	286.15	18.144	5.7527	0.017965
148.62	0.97641	22.481	0.044483	2.1554	2.1988	16.683	30.829	64.304	937.43	-0.098279	57.426	0.13114	0.0060258	0.95544	1.0466	7.8745	8.8964	61.749	28.301	45.850	286.14	18.115	5.7602	0.018005
148.79	0.98391	22.460	0.044524	2.1658	2.2096	16.753	30.823	64.377	935.44	-0.095554	57.250	0.13091	0.0059967	0.96277	1.0387	7.8759	8.8978	61.706	28.318	45.944	286.12	18.085	5.7678	0.018045
148.95	0.99146	22.439	0.044564	2.1761	2.2203	16.823	30.817	64.451	933.45	-0.092808	57.075	0.13067	0.0059677	0.97016	1.0308	7.8773	8.8992	61.662	28.334	46.039	286.10	18.055	5.7753	0.018086
149.12	0.99905	22.419	0.044605	2.1865	2.2311	16.893	30.811	64.526	931.46	-0.090042	56.900	0.13043	0.0059387	0.97758	1.0229	7.8786	8.9006	61.619	28.351	46.135	286.08	18.025	5.7829	0.018126
149.28	1.0067	22.398	0.044646	2.1970	2.2419	16.963	30.805	64.601	929.46	-0.087255	56.726	0.13020	0.0059097	0.98506	1.0152	7.8800	8.9019	61.576	28.367	46.232	286.06	17.996	5.7906	0.018167
